,temporada_alta,dif_min,atraso_15,periodo_dia
8395,1,-2.0,0,noche
8396,1,3.0,0,mañana
8397,1,-7.0,0,mañana
8398,1,-5.0,0,mañana
8399,1,1.0,0,mañana
8400,1,1.0,0,mañana
8401,1,0.0,0,mañana
8402,1,-3.0,0,mañana
8403,1,-1.0,0,mañana
8404,1,0.0,0,mañana
8405,1,1.0,0,mañana
8406,1,15.0,0,mañana
8407,1,7.0,0,mañana
8408,1,20.0,1,mañana
8409,1,-3.0,0,mañana
8410,1,-2.0,0,mañana
8411,1,19.0,1,mañana
8412,1,8.0,0,mañana
8413,1,-2.0,0,mañana
8414,1,-3.0,0,tarde
8415,1,5.0,0,tarde
8416,1,1.0,0,tarde
8417,1,9.0,0,tarde
8418,1,5.0,0,tarde
8419,1,1.0,0,tarde
8420,1,16.0,1,tarde
8421,1,-2.0,0,tarde
8422,1,-1.0,0,tarde
8423,1,-5.0,0,tarde
8424,1,-5.0,0,tarde
8425,1,20.0,1,tarde
8426,1,3.0,0,tarde
8427,1,8.0,0,tarde
8428,1,-1.0,0,tarde
8429,1,11.0,0,tarde
8430,1,0.0,0,tarde
8431,1,8.0,0,tarde
8432,1,10.0,0,tarde
8433,1,-1.0,0,mañana
8434,1,56.0,1,mañana
8435,1,17.0,1,mañana
8436,1,3.0,0,tarde
8437,1,4.0,0,mañana
8438,1,10.0,0,mañana
8439,1,10.0,0,mañana
8440,1,-2.0,0,tarde
8441,1,97.0,1,mañana
8442,1,10.0,0,mañana
8443,1,1.0,0,mañana
8444,1,-6.0,0,tarde
8445,1,3.0,0,mañana
8446,1,0.0,0,mañana
8447,1,2.0,0,mañana
8448,1,4.0,0,tarde
8449,1,4.0,0,tarde
8450,1,4.0,0,mañana
8451,1,0.0,0,mañana
8452,1,8.0,0,mañana
8453,1,5.0,0,noche
8454,1,0.0,0,mañana
8455,1,0.0,0,noche
8456,1,2.0,0,mañana
8457,1,7.0,0,noche
8458,1,7.0,0,noche
8459,1,4.0,0,noche
8460,1,21.0,1,noche
8461,1,22.0,1,noche
8462,1,31.0,1,noche
8463,1,-6.0,0,mañana
8464,1,10.0,0,mañana
8465,1,-3.0,0,mañana
8466,1,20.0,1,noche
8467,1,54.0,1,tarde
8468,1,-4.0,0,mañana
8469,1,3.0,0,mañana
8470,1,2.0,0,mañana
8471,1,1.0,0,mañana
8472,1,3.0,0,mañana
8473,1,7.0,0,mañana
8474,1,4.0,0,mañana
8475,1,1.0,0,mañana
8476,1,0.0,0,mañana
8477,1,-5.0,0,mañana
8478,1,8.0,0,mañana
8479,1,-2.0,0,mañana
8480,1,1.0,0,mañana
8481,1,0.0,0,mañana
8482,1,14.0,0,mañana
8483,1,0.0,0,mañana
8484,1,0.0,0,mañana
8485,1,1.0,0,mañana
8486,1,-2.0,0,mañana
8487,1,-2.0,0,mañana
8488,1,5.0,0,mañana
8489,1,1.0,0,tarde
8490,1,73.0,1,tarde
8491,1,3.0,0,mañana
8492,1,5.0,0,mañana
8493,1,-1.0,0,tarde
8494,1,3.0,0,tarde
8495,1,1.0,0,mañana
8496,1,3.0,0,mañana
8497,1,-1.0,0,tarde
8498,1,0.0,0,tarde
8499,1,-1.0,0,mañana
8500,1,12.0,0,mañana
8501,1,21.0,1,noche
8502,1,7.0,0,noche
8503,1,5.0,0,noche
8504,1,1.0,0,noche
8505,1,3.0,0,noche
8506,1,5.0,0,noche
8507,1,12.0,0,noche
8508,1,-2.0,0,noche
8509,1,29.0,1,noche
8510,1,18.0,1,noche
8511,1,0.0,0,noche
8512,1,2.0,0,noche
8513,1,0.0,0,noche
8514,1,12.0,0,noche
8515,1,8.0,0,noche
8516,1,-2.0,0,noche
8517,1,150.0,1,noche
8518,1,2.0,0,noche
8519,1,1.0,0,noche
8520,1,111.0,1,noche
8521,1,14.0,0,noche
8522,1,6.0,0,noche
8523,1,4.0,0,noche
8524,1,9.0,0,noche
8525,1,0.0,0,noche
8526,1,1.0,0,noche
8527,1,10.0,0,noche
8528,1,1.0,0,noche
8529,1,-4.0,0,noche
8530,1,5.0,0,noche
8531,1,-4.0,0,noche
8532,1,12.0,0,noche
8533,1,13.0,0,noche
8534,1,-1.0,0,noche
8535,1,13.0,0,noche
8536,1,-2.0,0,noche
8537,1,17.0,1,noche
8538,1,58.0,1,tarde
8539,1,10.0,0,noche
8540,1,3.0,0,noche
8541,1,4.0,0,noche
8542,1,11.0,0,tarde
8543,1,19.0,1,noche
8544,1,-1.0,0,noche
8545,1,0.0,0,noche
8546,1,5.0,0,noche
8547,1,3.0,0,noche
8548,1,10.0,0,noche
8549,1,2.0,0,noche
8550,1,7.0,0,noche
8551,1,2.0,0,noche
8552,1,18.0,1,noche
8553,1,0.0,0,noche
8554,1,10.0,0,noche
8555,1,9.0,0,noche
8556,1,-2.0,0,noche
8557,1,0.0,0,noche
8558,1,-2.0,0,noche
8559,1,-1.0,0,noche
8560,1,12.0,0,noche
8561,1,-1.0,0,noche
8562,1,1.0,0,noche
8563,1,-2.0,0,noche
8564,1,-5.0,0,noche
8565,1,-4.0,0,noche
8566,1,-2.0,0,noche
8567,1,-7.0,0,noche
8568,1,-11.0,0,noche
8569,1,-10.0,0,noche
8570,1,-14.0,0,noche
8571,1,-13.0,0,noche
8572,1,6.0,0,noche
8573,1,-2.0,0,noche
8574,1,-5.0,0,noche
8575,1,7.0,0,mañana
8576,1,1.0,0,mañana
8577,1,14.0,0,mañana
8578,1,6.0,0,mañana
8579,1,4.0,0,mañana
8580,1,4.0,0,mañana
8581,1,1.0,0,mañana
8582,1,10.0,0,mañana
8583,1,-5.0,0,mañana
8584,1,7.0,0,mañana
8585,1,5.0,0,mañana
8586,1,-3.0,0,mañana
8587,1,4.0,0,mañana
8588,1,-3.0,0,mañana
8589,1,4.0,0,mañana
8590,1,4.0,0,mañana
8591,1,8.0,0,mañana
8592,1,-4.0,0,mañana
8593,1,1.0,0,mañana
8594,1,-2.0,0,mañana
8595,1,5.0,0,mañana
8596,1,5.0,0,mañana
8597,1,-1.0,0,mañana
8598,1,5.0,0,mañana
8599,1,-3.0,0,mañana
8600,1,-1.0,0,mañana
8601,1,-2.0,0,mañana
8602,1,-1.0,0,mañana
8603,1,2.0,0,tarde
8604,1,3.0,0,tarde
8605,1,1.0,0,tarde
8606,1,3.0,0,tarde
8607,1,0.0,0,tarde
8608,1,9.0,0,tarde
8609,1,-1.0,0,tarde
8610,1,1.0,0,tarde
8611,1,-5.0,0,tarde
8612,1,-2.0,0,tarde
8613,1,-1.0,0,tarde
8614,1,1.0,0,tarde
8615,1,-2.0,0,mañana
8616,1,3.0,0,mañana
8617,1,-2.0,0,mañana
8618,1,0.0,0,mañana
8619,1,-3.0,0,mañana
8620,1,0.0,0,mañana
8621,1,-3.0,0,mañana
8622,1,-2.0,0,mañana
8623,1,-4.0,0,mañana
8624,1,-2.0,0,mañana
8625,1,1.0,0,mañana
8626,1,21.0,1,mañana
8627,1,0.0,0,mañana
8628,1,13.0,0,mañana
8629,1,0.0,0,mañana
8630,1,2.0,0,mañana
8631,1,1.0,0,mañana
8632,1,5.0,0,mañana
8633,1,-4.0,0,mañana
8634,1,8.0,0,mañana
8635,1,-2.0,0,mañana
8636,1,9.0,0,mañana
8637,1,-2.0,0,mañana
8638,1,0.0,0,tarde
8639,1,3.0,0,tarde
8640,1,3.0,0,tarde
8641,1,14.0,0,mañana
8642,1,0.0,0,mañana
8643,1,11.0,0,mañana
8644,1,0.0,0,tarde
8645,1,4.0,0,tarde
8646,1,2.0,0,mañana
8647,1,-3.0,0,mañana
8648,1,1.0,0,tarde
8649,1,2.0,0,tarde
8650,1,6.0,0,tarde
8651,1,-3.0,0,mañana
8652,1,1.0,0,mañana
8653,1,1.0,0,mañana
8654,1,3.0,0,tarde
8655,1,6.0,0,tarde
8656,1,14.0,0,tarde
8657,1,1.0,0,mañana
8658,1,4.0,0,mañana
8659,1,9.0,0,mañana
8660,1,-1.0,0,mañana
8661,1,15.0,0,mañana
8662,1,5.0,0,mañana
8663,1,1.0,0,mañana
8664,1,3.0,0,mañana
8665,1,-4.0,0,mañana
8666,1,3.0,0,mañana
8667,1,2.0,0,mañana
8668,1,4.0,0,mañana
8669,1,4.0,0,mañana
8670,1,-2.0,0,mañana
8671,1,-1.0,0,mañana
8672,1,-1.0,0,mañana
8673,1,10.0,0,mañana
8674,1,6.0,0,mañana
8675,1,-3.0,0,mañana
8676,1,-1.0,0,mañana
8677,1,-4.0,0,mañana
8678,1,2.0,0,mañana
8679,1,-3.0,0,mañana
8680,1,2.0,0,mañana
8681,1,-2.0,0,mañana
8682,1,-2.0,0,mañana
8683,1,7.0,0,mañana
8684,1,-1.0,0,mañana
8685,1,12.0,0,noche
8686,1,23.0,1,noche
8687,1,0.0,0,mañana
8688,1,9.0,0,noche
8689,1,-1.0,0,noche
8690,1,-1.0,0,mañana
8691,1,13.0,0,noche
8692,1,-1.0,0,noche
8693,1,7.0,0,mañana
8694,1,4.0,0,noche
8695,1,-4.0,0,noche
8696,1,-2.0,0,mañana
8697,1,5.0,0,mañana
8698,1,3.0,0,mañana
8699,1,-3.0,0,mañana
8700,1,4.0,0,mañana
8701,1,2.0,0,mañana
8702,1,0.0,0,mañana
8703,1,5.0,0,mañana
8704,1,3.0,0,mañana
8705,1,3.0,0,mañana
8706,1,-2.0,0,mañana
8707,1,0.0,0,mañana
8708,1,-1.0,0,mañana
8709,1,-4.0,0,tarde
8710,1,4.0,0,tarde
8711,1,2.0,0,tarde
8712,1,12.0,0,tarde
8713,1,22.0,1,tarde
8714,1,21.0,1,tarde
8715,1,12.0,0,tarde
8716,1,4.0,0,tarde
8717,1,5.0,0,tarde
8718,1,-3.0,0,tarde
8719,1,6.0,0,tarde
8720,1,-5.0,0,tarde
8721,1,3.0,0,tarde
8722,1,6.0,0,tarde
8723,1,-1.0,0,tarde
8724,1,5.0,0,tarde
8725,1,1.0,0,tarde
8726,1,1.0,0,tarde
8727,1,32.0,1,tarde
8728,1,11.0,0,tarde
8729,1,14.0,0,tarde
8730,1,5.0,0,tarde
8731,1,17.0,1,tarde
8732,1,-2.0,0,tarde
8733,1,3.0,0,noche
8734,1,5.0,0,tarde
8735,1,0.0,0,tarde
8736,1,4.0,0,tarde
8737,1,9.0,0,tarde
8738,1,0.0,0,tarde
8739,1,-1.0,0,tarde
8740,1,0.0,0,noche
8741,1,-1.0,0,tarde
8742,1,53.0,1,tarde
8743,1,4.0,0,tarde
8744,1,-1.0,0,tarde
8745,1,7.0,0,tarde
8746,1,6.0,0,noche
8747,1,1.0,0,tarde
8748,1,6.0,0,tarde
8749,1,11.0,0,tarde
8750,1,12.0,0,tarde
8751,1,-1.0,0,tarde
8752,1,4.0,0,tarde
8753,1,2.0,0,tarde
8754,1,15.0,0,tarde
8755,1,12.0,0,tarde
8756,1,22.0,1,tarde
8757,1,-3.0,0,tarde
8758,1,6.0,0,tarde
8759,1,2.0,0,tarde
8760,1,-2.0,0,tarde
8761,1,142.0,1,tarde
8762,1,13.0,0,tarde
8763,1,0.0,0,tarde
8764,1,-3.0,0,tarde
8765,1,-1.0,0,tarde
8766,1,9.0,0,tarde
8767,1,-2.0,0,tarde
8768,1,25.0,1,tarde
8769,1,12.0,0,tarde
8770,1,1.0,0,tarde
8771,1,4.0,0,tarde
8772,1,18.0,1,tarde
8773,1,14.0,0,tarde
8774,1,0.0,0,tarde
8775,1,3.0,0,tarde
8776,1,13.0,0,tarde
8777,1,7.0,0,tarde
8778,1,-2.0,0,tarde
8779,1,14.0,0,tarde
8780,1,82.0,1,tarde
8781,1,4.0,0,tarde
8782,1,-1.0,0,noche
8783,1,-3.0,0,mañana
8784,1,5.0,0,noche
8785,1,-1.0,0,noche
8786,1,25.0,1,noche
8787,1,-4.0,0,noche
8788,1,4.0,0,noche
8789,1,-5.0,0,noche
8790,1,0.0,0,mañana
8791,1,4.0,0,mañana
8792,1,-1.0,0,mañana
8793,1,2.0,0,mañana
8794,1,-1.0,0,mañana
8795,1,1.0,0,mañana
8796,1,1.0,0,mañana
8797,1,3.0,0,mañana
8798,1,3.0,0,mañana
8799,1,-1.0,0,mañana
8800,1,-3.0,0,mañana
8801,1,-2.0,0,mañana
8802,1,1.0,0,mañana
8803,1,12.0,0,mañana
8804,1,1.0,0,mañana
8805,1,7.0,0,mañana
8806,1,1.0,0,mañana
8807,1,2.0,0,mañana
8808,1,-2.0,0,mañana
8809,1,1.0,0,mañana
8810,1,8.0,0,mañana
8811,1,-3.0,0,mañana
8812,1,1.0,0,mañana
8813,1,3.0,0,mañana
8814,1,3.0,0,mañana
8815,1,5.0,0,mañana
8816,1,0.0,0,mañana
8817,1,-1.0,0,mañana
8818,1,3.0,0,mañana
8819,1,0.0,0,mañana
8820,1,3.0,0,mañana
8821,1,7.0,0,mañana
8822,1,4.0,0,mañana
8823,1,8.0,0,tarde
8824,1,81.0,1,mañana
8825,1,1.0,0,noche
8826,1,-1.0,0,tarde
8827,1,4.0,0,tarde
8828,1,-3.0,0,tarde
8829,1,11.0,0,mañana
8830,1,-4.0,0,tarde
8831,1,1.0,0,mañana
8832,1,2.0,0,noche
8833,1,4.0,0,tarde
8834,1,2.0,0,tarde
8835,1,1.0,0,tarde
8836,1,5.0,0,mañana
8837,1,1.0,0,tarde
8838,1,16.0,1,mañana
8839,1,-2.0,0,noche
8840,1,4.0,0,tarde
8841,1,2.0,0,tarde
8842,1,3.0,0,tarde
8843,1,-4.0,0,mañana
8844,1,7.0,0,tarde
8845,1,10.0,0,mañana
8846,1,2.0,0,noche
8847,1,4.0,0,tarde
8848,1,-2.0,0,tarde
8849,1,1.0,0,tarde
8850,1,3.0,0,mañana
8851,1,5.0,0,mañana
8852,1,-4.0,0,mañana
8853,1,2.0,0,mañana
8854,1,4.0,0,mañana
8855,1,-1.0,0,mañana
8856,1,6.0,0,mañana
8857,1,10.0,0,mañana
8858,1,1.0,0,mañana
8859,1,1.0,0,mañana
8860,1,10.0,0,tarde
8861,1,14.0,0,tarde
8862,1,0.0,0,tarde
8863,1,11.0,0,tarde
8864,1,4.0,0,tarde
8865,1,0.0,0,tarde
8866,1,-1.0,0,tarde
8867,1,15.0,0,tarde
8868,1,1.0,0,tarde
8869,1,12.0,0,noche
8870,1,5.0,0,tarde
8871,1,5.0,0,noche
8872,1,4.0,0,tarde
8873,1,5.0,0,noche
8874,1,-2.0,0,tarde
8875,1,-2.0,0,noche
8876,1,3.0,0,noche
8877,1,16.0,1,tarde
8878,1,22.0,1,noche
8879,1,0.0,0,noche
8880,1,2.0,0,noche
8881,1,21.0,1,noche
8882,1,-1.0,0,tarde
8883,1,-2.0,0,noche
8884,1,-2.0,0,noche
8885,1,3.0,0,noche
8886,1,9.0,0,noche
8887,1,10.0,0,tarde
8888,1,-4.0,0,noche
8889,1,-1.0,0,noche
8890,1,-2.0,0,noche
8891,1,1.0,0,noche
8892,1,3.0,0,tarde
8893,1,14.0,0,noche
8894,1,4.0,0,tarde
8895,1,1.0,0,noche
8896,1,1.0,0,mañana
8897,1,-1.0,0,mañana
8898,1,1.0,0,mañana
8899,1,1.0,0,mañana
8900,1,23.0,1,noche
8901,1,-6.0,0,mañana
8902,1,6.0,0,mañana
8903,1,-1.0,0,mañana
8904,1,5.0,0,mañana
8905,1,8.0,0,noche
8906,1,-1.0,0,mañana
8907,1,1.0,0,mañana
8908,1,3.0,0,mañana
8909,1,0.0,0,mañana
8910,1,3.0,0,noche
8911,1,6.0,0,mañana
8912,1,1.0,0,mañana
8913,1,0.0,0,mañana
8914,1,68.0,1,mañana
8915,1,0.0,0,mañana
8916,1,15.0,0,mañana
8917,1,10.0,0,mañana
8918,1,10.0,0,mañana
8919,1,-2.0,0,mañana
8920,1,0.0,0,mañana
8921,1,5.0,0,mañana
8922,1,13.0,0,mañana
8923,1,10.0,0,mañana
8924,1,4.0,0,mañana
8925,1,4.0,0,mañana
8926,1,-7.0,0,mañana
8927,1,2.0,0,mañana
8928,1,4.0,0,mañana
8929,1,6.0,0,mañana
8930,1,2.0,0,mañana
8931,1,1.0,0,mañana
8932,1,7.0,0,mañana
8933,1,2.0,0,mañana
8934,1,0.0,0,mañana
8935,1,3.0,0,mañana
8936,1,3.0,0,mañana
8937,1,5.0,0,mañana
8938,1,6.0,0,mañana
8939,1,1.0,0,mañana
8940,1,-3.0,0,mañana
8941,1,3.0,0,mañana
8942,1,12.0,0,mañana
8943,1,3.0,0,mañana
8944,1,6.0,0,mañana
8945,1,5.0,0,mañana
8946,1,3.0,0,tarde
8947,1,2.0,0,mañana
8948,1,3.0,0,mañana
8949,1,-2.0,0,mañana
8950,1,-2.0,0,mañana
8951,1,4.0,0,mañana
8952,1,0.0,0,mañana
8953,1,-3.0,0,tarde
8954,1,3.0,0,mañana
8955,1,3.0,0,mañana
8956,1,3.0,0,mañana
8957,1,-1.0,0,mañana
8958,1,18.0,1,mañana
8959,1,2.0,0,mañana
8960,1,4.0,0,tarde
8961,1,6.0,0,mañana
8962,1,-4.0,0,mañana
8963,1,5.0,0,mañana
8964,1,0.0,0,mañana
8965,1,14.0,0,mañana
8966,1,3.0,0,mañana
8967,1,18.0,1,tarde
8968,1,7.0,0,mañana
8969,1,23.0,1,mañana
8970,1,10.0,0,mañana
8971,1,1.0,0,mañana
8972,1,-4.0,0,mañana
8973,1,1.0,0,mañana
8974,1,5.0,0,mañana
8975,1,1.0,0,mañana
8976,1,8.0,0,mañana
8977,1,5.0,0,mañana
8978,1,18.0,1,mañana
8979,1,-2.0,0,mañana
8980,1,4.0,0,mañana
8981,1,1.0,0,mañana
8982,1,7.0,0,mañana
8983,1,2.0,0,mañana
8984,1,0.0,0,mañana
8985,1,0.0,0,mañana
8986,1,6.0,0,mañana
8987,1,12.0,0,noche
8988,1,-1.0,0,mañana
8989,1,18.0,1,mañana
8990,1,0.0,0,mañana
8991,1,1.0,0,mañana
8992,1,0.0,0,mañana
8993,1,1.0,0,mañana
8994,1,1.0,0,mañana
8995,1,16.0,1,tarde
8996,1,3.0,0,tarde
8997,1,5.0,0,tarde
8998,1,12.0,0,tarde
8999,1,25.0,1,mañana
9000,1,0.0,0,tarde
9001,1,2.0,0,tarde
9002,1,-3.0,0,tarde
9003,1,3.0,0,tarde
9004,1,8.0,0,tarde
9005,1,9.0,0,tarde
9006,1,26.0,1,mañana
9007,1,0.0,0,tarde
9008,1,6.0,0,tarde
9009,1,3.0,0,tarde
9010,1,7.0,0,tarde
9011,1,1.0,0,tarde
9012,1,-1.0,0,tarde
9013,1,16.0,1,mañana
9014,1,12.0,0,tarde
9015,1,-1.0,0,tarde
9016,1,13.0,0,tarde
9017,1,8.0,0,tarde
9018,1,8.0,0,tarde
9019,1,0.0,0,tarde
9020,1,10.0,0,mañana
9021,1,6.0,0,tarde
9022,1,1.0,0,tarde
9023,1,19.0,1,tarde
9024,1,42.0,1,tarde
9025,1,13.0,0,tarde
9026,1,5.0,0,noche
9027,1,25.0,1,tarde
9028,1,-1.0,0,tarde
9029,1,0.0,0,tarde
9030,1,1.0,0,tarde
9031,1,6.0,0,tarde
9032,1,3.0,0,tarde
9033,1,4.0,0,noche
9034,1,12.0,0,tarde
9035,1,-3.0,0,tarde
9036,1,3.0,0,tarde
9037,1,8.0,0,tarde
9038,1,18.0,1,tarde
9039,1,17.0,1,tarde
9040,1,3.0,0,tarde
9041,1,1.0,0,tarde
9042,1,9.0,0,tarde
9043,1,1.0,0,tarde
9044,1,6.0,0,tarde
9045,1,14.0,0,tarde
9046,1,25.0,1,tarde
9047,1,157.0,1,tarde
9048,1,9.0,0,tarde
9049,1,16.0,1,tarde
9050,1,21.0,1,noche
9051,1,15.0,0,noche
9052,1,74.0,1,noche
9053,1,0.0,0,noche
9054,1,13.0,0,noche
9055,1,7.0,0,noche
9056,1,4.0,0,noche
9057,1,10.0,0,noche
9058,1,-3.0,0,noche
9059,1,2.0,0,noche
9060,1,2.0,0,tarde
9061,1,0.0,0,noche
9062,1,2.0,0,noche
9063,1,21.0,1,noche
9064,1,-2.0,0,noche
9065,1,12.0,0,noche
9066,1,8.0,0,tarde
9067,1,1.0,0,noche
9068,1,2.0,0,noche
9069,1,18.0,1,noche
9070,1,0.0,0,noche
9071,1,2.0,0,noche
9072,1,6.0,0,noche
9073,1,14.0,0,noche
9074,1,12.0,0,noche
9075,1,6.0,0,noche
9076,1,48.0,1,noche
9077,1,5.0,0,noche
9078,1,1.0,0,noche
9079,1,0.0,0,noche
9080,1,-1.0,0,noche
9081,1,9.0,0,noche
9082,1,3.0,0,noche
9083,1,10.0,0,noche
9084,1,0.0,0,noche
9085,1,0.0,0,noche
9086,1,9.0,0,noche
9087,1,-4.0,0,noche
9088,1,-2.0,0,noche
9089,1,27.0,1,noche
9090,1,21.0,1,noche
9091,1,4.0,0,mañana
9092,1,1.0,0,tarde
9093,1,6.0,0,mañana
9094,1,9.0,0,mañana
9095,1,1.0,0,mañana
9096,1,14.0,0,tarde
9097,1,-3.0,0,mañana
9098,1,0.0,0,mañana
9099,1,5.0,0,mañana
9100,1,7.0,0,mañana
9101,1,11.0,0,mañana
9102,1,9.0,0,mañana
9103,1,10.0,0,mañana
9104,1,14.0,0,tarde
9105,1,10.0,0,noche
9106,1,6.0,0,tarde
9107,1,0.0,0,noche
9108,1,53.0,1,noche
9109,1,11.0,0,tarde
9110,1,9.0,0,noche
9111,1,-3.0,0,tarde
9112,1,5.0,0,noche
9113,1,17.0,1,noche
9114,1,-3.0,0,tarde
9115,1,2.0,0,noche
9116,1,-2.0,0,tarde
9117,1,11.0,0,noche
9118,1,-2.0,0,noche
9119,1,3.0,0,mañana
9120,1,9.0,0,noche
9121,1,9.0,0,tarde
9122,1,1.0,0,noche
9123,1,3.0,0,noche
9124,1,-4.0,0,mañana
9125,1,2.0,0,mañana
9126,1,-1.0,0,noche
9127,1,0.0,0,mañana
9128,1,2.0,0,mañana
9129,1,22.0,1,noche
9130,1,16.0,1,mañana
9131,1,13.0,0,mañana
9132,1,0.0,0,noche
9133,1,-1.0,0,mañana
9134,1,3.0,0,mañana
9135,1,18.0,1,noche
9136,1,44.0,1,noche
9137,1,10.0,0,noche
9138,1,-3.0,0,noche
9139,1,12.0,0,noche
9140,1,2.0,0,noche
9141,1,5.0,0,noche
9142,1,8.0,0,noche
9143,1,-1.0,0,noche
9144,1,1.0,0,noche
9145,1,34.0,1,noche
9146,1,15.0,0,noche
9147,1,4.0,0,noche
9148,1,1.0,0,mañana
9149,1,4.0,0,mañana
9150,1,6.0,0,mañana
9151,1,0.0,0,mañana
9152,1,-7.0,0,mañana
9153,1,-3.0,0,mañana
9154,1,9.0,0,mañana
9155,1,4.0,0,mañana
9156,1,95.0,1,mañana
9157,1,5.0,0,mañana
9158,1,8.0,0,mañana
9159,1,-1.0,0,mañana
9160,1,-4.0,0,mañana
9161,1,2.0,0,mañana
9162,1,2.0,0,mañana
9163,1,5.0,0,mañana
9164,1,3.0,0,mañana
9165,1,-4.0,0,mañana
9166,1,0.0,0,mañana
9167,1,-2.0,0,mañana
9168,1,0.0,0,mañana
9169,1,8.0,0,mañana
9170,1,-1.0,0,mañana
9171,1,-2.0,0,mañana
9172,1,-1.0,0,mañana
9173,1,3.0,0,mañana
9174,1,1.0,0,mañana
9175,1,-3.0,0,mañana
9176,1,-7.0,0,mañana
9177,1,14.0,0,mañana
9178,1,-1.0,0,mañana
9179,1,0.0,0,mañana
9180,1,9.0,0,mañana
9181,1,0.0,0,mañana
9182,1,-5.0,0,mañana
9183,1,4.0,0,mañana
9184,1,-2.0,0,mañana
9185,1,0.0,0,mañana
9186,1,0.0,0,mañana
9187,1,1.0,0,mañana
9188,1,38.0,1,mañana
9189,1,-7.0,0,mañana
9190,1,2.0,0,mañana
9191,1,4.0,0,mañana
9192,1,1.0,0,mañana
9193,1,4.0,0,mañana
9194,1,10.0,0,mañana
9195,1,127.0,1,mañana
9196,1,0.0,0,mañana
9197,1,6.0,0,tarde
9198,1,-3.0,0,mañana
9199,1,-2.0,0,tarde
9200,1,4.0,0,tarde
9201,1,7.0,0,tarde
9202,1,8.0,0,tarde
9203,1,6.0,0,mañana
9204,1,12.0,0,tarde
9205,1,-1.0,0,mañana
9206,1,11.0,0,tarde
9207,1,4.0,0,tarde
9208,1,19.0,1,tarde
9209,1,8.0,0,tarde
9210,1,19.0,1,tarde
9211,1,8.0,0,tarde
9212,1,8.0,0,mañana
9213,1,14.0,0,tarde
9214,1,-2.0,0,tarde
9215,1,-1.0,0,tarde
9216,1,7.0,0,tarde
9217,1,11.0,0,tarde
9218,1,2.0,0,tarde
9219,1,-1.0,0,mañana
9220,1,58.0,1,tarde
9221,1,-6.0,0,tarde
9222,1,17.0,1,tarde
9223,1,22.0,1,tarde
9224,1,14.0,0,tarde
9225,1,3.0,0,tarde
9226,1,15.0,0,tarde
9227,1,-2.0,0,tarde
9228,1,-2.0,0,tarde
9229,1,0.0,0,tarde
9230,1,3.0,0,tarde
9231,1,8.0,0,tarde
9232,1,4.0,0,tarde
9233,1,14.0,0,tarde
9234,1,14.0,0,tarde
9235,1,-5.0,0,tarde
9236,1,-4.0,0,tarde
9237,1,-2.0,0,tarde
9238,1,3.0,0,tarde
9239,1,6.0,0,tarde
9240,1,0.0,0,tarde
9241,1,2.0,0,tarde
9242,1,5.0,0,tarde
9243,1,5.0,0,tarde
9244,1,-1.0,0,tarde
9245,1,6.0,0,tarde
9246,1,-3.0,0,tarde
9247,1,6.0,0,tarde
9248,1,2.0,0,tarde
9249,1,7.0,0,tarde
9250,1,2.0,0,tarde
9251,1,-2.0,0,tarde
9252,1,28.0,1,tarde
9253,1,4.0,0,tarde
9254,1,-2.0,0,tarde
9255,1,5.0,0,tarde
9256,1,-4.0,0,tarde
9257,1,10.0,0,tarde
9258,1,1.0,0,tarde
9259,1,1.0,0,tarde
9260,1,8.0,0,tarde
9261,1,4.0,0,tarde
9262,1,18.0,1,tarde
9263,1,-2.0,0,tarde
9264,1,0.0,0,tarde
9265,1,-1.0,0,tarde
9266,1,1.0,0,tarde
9267,1,2.0,0,tarde
9268,1,7.0,0,tarde
9269,1,1.0,0,tarde
9270,1,-2.0,0,tarde
9271,1,3.0,0,tarde
9272,1,5.0,0,tarde
9273,1,5.0,0,tarde
9274,1,83.0,1,tarde
9275,1,8.0,0,tarde
9276,1,14.0,0,tarde
9277,1,9.0,0,noche
9278,1,3.0,0,noche
9279,1,-5.0,0,noche
9280,1,0.0,0,noche
9281,1,-3.0,0,noche
9282,1,-9.0,0,noche
9283,1,23.0,1,noche
9284,1,7.0,0,noche
9285,1,-1.0,0,noche
9286,1,9.0,0,noche
9287,1,0.0,0,noche
9288,1,0.0,0,noche
9289,1,-2.0,0,noche
9290,1,14.0,0,noche
9291,1,-4.0,0,noche
9292,1,24.0,1,noche
9293,1,0.0,0,noche
9294,1,-1.0,0,noche
9295,1,8.0,0,noche
9296,1,15.0,0,noche
9297,1,2.0,0,noche
9298,1,8.0,0,noche
9299,1,24.0,1,noche
9300,1,0.0,0,noche
9301,1,8.0,0,mañana
9302,1,11.0,0,mañana
9303,1,7.0,0,mañana
9304,1,6.0,0,mañana
9305,1,-1.0,0,mañana
9306,1,7.0,0,mañana
9307,1,-1.0,0,mañana
9308,1,-1.0,0,mañana
9309,1,2.0,0,mañana
9310,1,0.0,0,mañana
9311,1,19.0,1,mañana
9312,1,4.0,0,mañana
9313,1,4.0,0,mañana
9314,1,0.0,0,mañana
9315,1,22.0,1,mañana
9316,1,-4.0,0,mañana
9317,1,11.0,0,mañana
9318,1,12.0,0,mañana
9319,1,3.0,0,mañana
9320,1,-2.0,0,mañana
9321,1,5.0,0,mañana
9322,1,-1.0,0,mañana
9323,1,-6.0,0,mañana
9324,1,-1.0,0,mañana
9325,1,10.0,0,tarde
